Snapshot_Time,Direction,RTM,ADX,D1,FLOW,CRISIS,HighAlert,KILLER,MktPhase,MktRatio,Spike,SpikeScore,RTM_Arrow,ADX_Val,EffRatio_H4,Flow_Score,Trend_Score,D1_Status,Zombie_Zone,Regime,Session,Spread_Points,GBPNZD_Rule
2025.12.31 20:00,BUY,Yellow,Yellow,Green,Green,Green,OK,Green,Range,0.775,Normal,1.457,FL,0.0,0.000,+3.00,76.3,OK,1,?,New York,0,Run
2025.12.31 21:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.757,Normal,1.457,UP,39.2,0.304,+5.00,51.6,OK,1,Trending,New York,15,Run
2026.01.02 01:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Range,0.757,Normal,0.205,DN,39.2,0.304,+5.00,65.9,OK,1,Trending,Tokyo,28,Run
2026.01.02 02:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Range,0.757,Normal,0.193,DN,39.2,0.304,+5.00,58.3,OK,1,Trending,Tokyo,30,Run
2026.01.02 03:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Range,0.757,Normal,0.034,FL,42.4,0.372,+5.75,53.0,OK,1,Trending,Tokyo,21,Run
2026.01.02 04:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Range,0.757,Normal,0.657,FL,42.4,0.372,+5.75,52.3,OK,1,Trending,Tokyo,19,Run
2026.01.02 05:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Range,0.757,Normal,0.094,FL,42.4,0.372,+5.75,45.6,OK,1,Trending,Tokyo,38,Run
2026.01.02 06:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.757,Normal,0.121,UP,42.4,0.372,+5.75,54.5,OK,1,Trending,Tokyo,26,Run
2026.01.02 07:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Range,0.757,Normal,0.990,FL,45.3,0.321,+8.00,48.1,OK,1,Trending,Tokyo,37,Run
2026.01.02 08:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.757,Normal,0.965,UP,45.3,0.321,+8.00,50.9,OK,1,Trending,Tokyo-London,17,Run
2026.01.02 09:00,BUY,Red,Green,Green,Green,Green,OK,Green,Range,0.757,Normal,1.406,DN,45.3,0.321,+8.00,28.8,OK,1,Trending,London,16,Run
2026.01.02 10:00,BUY,Red,Green,Yellow,Green,Green,OK,Green,Range,0.757,Normal,0.457,DN,45.3,0.321,+8.00,9.6,EDGE,1,Trending,London,16,Run
2026.01.02 11:00,BUY,Green,Yellow,Yellow,Green,Green,OK,Green,Range,0.757,Normal,0.071,FL,41.8,0.161,+4.62,12.5,EDGE,1,Trending,London,23,Run
2026.01.02 12:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.757,Normal,0.150,DN,41.8,0.161,-0.38,4.6,EDGE,1,Trending,London,12,Run
2026.01.02 13:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.757,Normal,0.175,DN,41.8,0.161,-0.38,4.7,EDGE,1,Trending,London-NewYork,24,Run
2026.01.02 14:00,BUY,Green,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.757,Normal,1.275,UP,41.8,0.161,-0.38,12.2,EDGE,1,Trending,London-NewYork,16,Run
2026.01.02 15:00,BUY,Green,Green,Green,Yellow,Green,OK,Green,Range,0.757,Normal,1.437,UP,36.4,0.255,-0.38,31.1,OK,1,Trending,London-NewYork,12,Run
2026.01.02 16:00,BUY,Red,Green,Yellow,Yellow,Green,OK,Green,Range,0.757,Normal,0.197,DN,36.4,0.255,-1.38,19.3,EDGE,1,Trending,London-NewYork,16,Run
2026.01.02 17:00,BUY,Green,Green,Green,Yellow,Green,OK,Green,Range,0.757,Normal,0.335,UP,36.4,0.255,-1.38,53.6,OK,1,Trending,New York,17,Run
2026.01.02 18:00,BUY,Red,Green,Green,Yellow,Green,OK,Green,Range,0.757,Normal,0.319,DN,36.4,0.255,-1.38,46.2,OK,1,Trending,New York,24,Run
2026.01.02 19:00,BUY,Red,Yellow,Green,Red,Yellow,OK,Green,Range,0.757,Normal,0.081,DN,34.0,0.187,-4.62,26.4,OK,1,Trending,New York,24,Run
2026.01.02 20:00,BUY,Yellow,Yellow,Green,Red,Yellow,OK,Green,Range,0.757,Normal,0.131,FL,34.0,0.187,-4.62,29.0,OK,1,Trending,New York,19,Run
2026.01.02 21:00,BUY,Red,Yellow,Green,Red,Yellow,OK,Green,Range,0.757,Normal,0.236,DN,34.0,0.187,-4.62,21.6,OK,1,Trending,New York,36,Run
2026.01.02 22:00,BUY,Yellow,Yellow,Green,Red,Yellow,OK,Green,Range,0.757,Normal,0.237,FL,34.0,0.187,-4.62,22.5,OK,1,Trending,Off-Hours,31,Run
2026.01.02 23:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.772,Normal,1.903,FL,31.9,0.143,-2.62,34.5,EDGE,1,Trending,Off-Hours,166,Run
2026.01.05 01:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Range,0.772,Normal,0.098,UP,31.9,0.143,-2.62,33.7,OK,1,Trending,Tokyo,19,Run
2026.01.05 02:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.772,Normal,1.339,FL,31.9,0.143,-2.62,38.6,OK,1,Trending,Tokyo,28,Run
2026.01.05 03:00,BUY,Red,Green,Green,Yellow,Green,OK,Green,Range,0.772,Normal,0.037,DN,31.9,0.360,-2.62,29.8,OK,1,Trending,Tokyo,26,Run
2026.01.05 04:00,BUY,Red,Green,Yellow,Yellow,Green,OK,Green,Range,0.772,Normal,1.457,DN,31.9,0.360,-2.62,15.0,EDGE,1,Trending,Tokyo,16,Run
2026.01.05 05:00,BUY,Green,Green,Yellow,Yellow,Green,OK,Green,Range,0.772,Normal,0.290,UP,31.9,0.360,-2.62,24.3,EDGE,1,Trending,Tokyo,16,Run
2026.01.05 06:00,BUY,Green,Green,Green,Yellow,Green,OK,Green,Range,0.772,Normal,1.109,UP,31.9,0.360,-2.62,30.1,OK,1,Trending,Tokyo,29,Run
2026.01.05 07:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.772,Normal,0.905,DN,30.4,0.245,-2.62,24.0,EDGE,1,Trending,Tokyo,37,Run
2026.01.05 08:00,BUY,Green,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.772,Normal,0.581,UP,30.4,0.245,-2.62,27.0,EDGE,1,Trending,Tokyo-London,21,Run
2026.01.05 09:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Range,0.772,Normal,0.155,FL,30.4,0.245,-2.62,31.0,OK,1,Trending,London,16,Run
2026.01.05 10:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.772,Normal,0.698,FL,30.4,0.245,-2.62,27.1,EDGE,1,Trending,London,12,Run
2026.01.05 11:00,BUY,Green,Green,Green,Yellow,Green,OK,Green,Range,0.772,Normal,1.759,UP,30.2,0.264,-0.38,47.8,OK,1,Trending,London,16,Run
2026.01.05 12:00,BUY,Red,Green,Green,Yellow,Green,OK,Green,Range,0.772,Normal,0.114,DN,30.2,0.264,+1.62,39.5,OK,1,Trending,London,15,Run
2026.01.05 13:00,BUY,Yellow,Green,Green,Yellow,Green,OK,Green,Range,0.772,Normal,0.116,FL,30.2,0.264,+1.62,42.8,OK,1,Trending,London-NewYork,20,Run
2026.01.05 14:00,BUY,Yellow,Green,Green,Yellow,Green,OK,Green,Range,0.772,Normal,0.933,FL,30.2,0.264,+1.62,41.3,OK,1,Trending,London-NewYork,29,Run
2026.01.05 15:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.772,Normal,1.083,FL,31.4,0.154,+1.62,36.2,OK,1,Trending,London-NewYork,16,Run
2026.01.05 16:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.772,Normal,1.181,FL,31.4,0.154,+1.62,36.9,OK,1,Trending,London-NewYork,20,Run
2026.01.05 17:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Range,0.772,Normal,1.900,DN,31.4,0.154,+1.62,31.2,OK,1,Trending,New York,24,Run
2026.01.05 18:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Range,0.772,Normal,0.155,UP,31.4,0.154,+1.62,36.1,OK,1,Trending,New York,12,Run
2026.01.05 19:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Range,0.772,Normal,0.821,UP,29.7,0.246,+1.62,44.4,OK,1,Trending,New York,12,Run
2026.01.05 20:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Range,0.772,Normal,0.123,UP,29.7,0.246,-0.38,44.6,OK,1,Trending,New York,25,Run
2026.01.05 21:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.772,Normal,0.111,FL,29.7,0.246,-0.38,40.8,OK,1,Trending,New York,20,Run
2026.01.05 22:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Range,0.772,Normal,0.140,UP,29.7,0.246,-0.38,43.8,OK,1,Trending,Off-Hours,27,Run
2026.01.05 23:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Range,0.724,Normal,0.815,UP,29.6,0.218,-0.38,42.5,OK,1,Trending,Off-Hours,47,Run
2026.01.06 00:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.724,Normal,0.754,FL,29.6,0.218,-2.38,40.6,OK,1,Trending,Tokyo,81,Run
2026.01.06 01:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Range,0.724,Normal,0.680,UP,29.6,0.218,-2.38,37.3,OK,1,Trending,Tokyo,28,Run
2026.01.06 02:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.724,Normal,0.108,FL,29.6,0.218,-2.38,35.9,OK,1,Trending,Tokyo,23,Run
2026.01.06 03:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Range,0.724,Normal,0.043,DN,30.7,0.009,-2.38,29.8,OK,1,Trending,Tokyo,27,Run
2026.01.06 04:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Range,0.724,Normal,1.015,DN,30.7,0.009,-2.38,22.3,OK,1,Trending,Tokyo,23,Run
2026.01.06 05:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Range,0.724,Normal,1.181,UP,30.7,0.009,-2.38,35.4,OK,1,Trending,Tokyo,21,Run
2026.01.06 06:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.724,Normal,0.131,FL,30.7,0.009,-2.38,29.1,OK,1,Trending,Tokyo,24,Run
2026.01.06 07:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Range,0.724,Normal,0.065,DN,29.0,0.128,-2.38,22.9,OK,1,Trending,Tokyo,28,Run
2026.01.06 08:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Range,0.724,Normal,0.187,DN,29.0,0.128,-2.38,15.2,OK,1,Trending,Tokyo-London,22,Run
2026.01.06 09:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.724,Normal,0.207,FL,29.0,0.128,-2.38,16.0,OK,1,Trending,London,16,Run
2026.01.06 10:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Range,0.724,Normal,0.215,UP,29.0,0.128,-2.38,35.2,OK,1,Trending,London,19,Run
2026.01.06 11:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Range,0.724,Normal,0.063,DN,26.3,0.053,-2.38,28.6,OK,1,Trending,London,25,Run
2026.01.06 12:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.724,Normal,0.134,FL,26.3,0.053,-2.38,30.7,OK,1,Trending,London,27,Run
2026.01.06 13:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Range,0.724,Normal,1.155,DN,26.3,0.053,-2.38,22.3,OK,1,Trending,London-NewYork,15,Run
2026.01.06 14:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.724,Normal,0.668,FL,26.3,0.053,-2.38,25.2,OK,1,Trending,London-NewYork,25,Run
2026.01.06 15:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Range,0.724,Normal,1.268,DN,24.0,0.120,-2.38,21.9,OK,1,Trending,London-NewYork,26,Run
2026.01.06 16:00,BUY,Yellow,Yellow,Green,Red,Green,OK,Green,Range,0.724,Warning,1.114,DN,24.0,0.120,-7.62,19.0,OK,1,Trending,London-NewYork,24,Run
2026.01.06 17:00,BUY,Green,Yellow,Green,Red,Green,OK,Green,Range,0.724,Normal,0.220,UP,24.0,0.120,-7.62,35.8,OK,1,Trending,New York,23,Run
2026.01.06 18:00,BUY,Red,Yellow,Green,Red,Yellow,OK,Green,Range,0.724,Normal,0.168,DN,24.0,0.120,-7.62,21.7,OK,1,Trending,New York,12,Run
2026.01.06 19:00,BUY,Green,Yellow,Green,Red,Green,OK,Green,Range,0.724,Normal,0.650,FL,22.9,0.176,-5.38,25.1,OK,1,Trending,New York,31,Run
2026.01.06 20:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.724,Normal,0.201,DN,22.9,0.176,-0.38,20.8,OK,1,Trending,New York,15,Run
2026.01.06 21:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.724,Normal,0.662,FL,22.9,0.176,-0.38,19.7,OK,1,Trending,New York,27,Run
2026.01.06 22:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Range,0.724,Normal,1.604,DN,22.9,0.176,-0.38,14.8,OK,1,Trending,Off-Hours,23,Run
2026.01.06 23:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.731,Normal,0.752,FL,20.6,0.013,-0.38,13.4,OK,1,Trending,Off-Hours,48,Run
2026.01.07 00:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.731,Normal,1.017,DN,20.6,0.013,-0.38,14.5,OK,1,Trending,Tokyo,62,Run
2026.01.07 01:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Range,0.731,Normal,1.326,UP,20.6,0.013,-0.38,25.5,OK,1,Trending,Tokyo,26,Run
2026.01.07 02:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Range,0.731,Normal,1.228,DN,20.6,0.013,-0.38,20.8,OK,1,Trending,Tokyo,26,Run
2026.01.07 03:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.731,Normal,0.035,DN,20.2,0.034,-0.38,17.6,OK,1,Trending,Tokyo,44,Run
2026.01.07 04:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Range,0.731,Normal,0.950,UP,20.2,0.034,-0.38,25.0,OK,1,Trending,Tokyo,30,Run
2026.01.07 05:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Range,0.731,Normal,0.664,FL,20.2,0.034,-0.38,26.9,OK,1,Trending,Tokyo,16,Run
2026.01.07 06:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Range,0.731,Normal,0.346,UP,20.2,0.034,-0.38,31.5,OK,1,Trending,Tokyo,18,Run
2026.01.07 07:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Range,0.731,Normal,1.076,UP,18.3,0.197,-0.38,34.7,OK,1,Trending,Tokyo,28,Run
2026.01.07 08:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.731,Normal,0.562,FL,18.3,0.197,-0.38,33.4,OK,1,Trending,Tokyo-London,40,Run
2026.01.07 09:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Range,0.731,Normal,0.166,DN,18.3,0.197,-0.38,17.9,OK,1,Trending,London,24,Run
2026.01.07 10:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.731,Normal,0.244,DN,18.3,0.197,-0.38,10.3,EDGE,1,Trending,London,16,Run
2026.01.07 11:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.731,Normal,0.051,FL,18.6,0.118,+1.62,10.4,EDGE,1,Trending,London,15,Run
2026.01.07 12:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.731,Normal,0.089,FL,18.6,0.118,+1.62,11.6,EDGE,1,Trending,London,27,Run
2026.01.07 13:00,BUY,Red,Green,Yellow,Yellow,Green,OK,Green,Range,0.731,Normal,0.097,FL,18.6,0.118,+1.62,11.2,EDGE,1,Trending,London-NewYork,28,Run
2026.01.07 14:00,BUY,Red,Green,Yellow,Yellow,Green,OK,Green,Range,0.731,Normal,0.103,FL,18.6,0.118,+1.62,11.9,EDGE,1,Trending,London-NewYork,29,Run
2026.01.07 15:00,BUY,Red,Green,Yellow,Yellow,Green,OK,Green,Range,0.731,Normal,0.071,DN,21.3,0.136,-2.62,6.7,EDGE,1,Trending,London-NewYork,15,Run
2026.01.07 16:00,BUY,Red,Green,Yellow,Red,Yellow,OK,Green,Range,0.731,Normal,0.146,UP,21.3,0.136,-9.62,15.0,EDGE,1,Trending,London-NewYork,24,Run
2026.01.07 17:00,BUY,Yellow,Green,Yellow,Red,Green,OK,Green,Range,0.731,Normal,0.221,UP,21.3,0.136,-9.62,19.7,EDGE,1,Trending,New York,12,Run
2026.01.07 18:00,BUY,Red,Green,Yellow,Red,Yellow,OK,Green,Range,0.731,Normal,0.204,DN,21.3,0.136,-9.62,16.5,EDGE,1,Trending,New York,27,Run
2026.01.07 19:00,BUY,Red,Yellow,Yellow,Red,Yellow,OK,Green,Range,0.731,Normal,0.964,DN,21.3,0.331,-4.62,13.9,EDGE,1,Trending,New York,18,Run
2026.01.07 20:00,BUY,Yellow,Yellow,Yellow,Red,Green,OK,Green,Range,0.731,Normal,0.214,DN,21.3,0.331,-4.62,9.2,EDGE,1,Trending,New York,24,Run
2026.01.07 21:00,BUY,Red,Yellow,Yellow,Red,Yellow,OK,Green,Range,0.731,Normal,0.708,UP,21.3,0.331,-4.62,15.3,EDGE,1,Trending,New York,12,Run
2026.01.07 22:00,BUY,Yellow,Yellow,Yellow,Red,Green,OK,Green,Range,0.731,Normal,0.223,UP,21.3,0.331,-4.62,22.9,EDGE,1,Trending,Off-Hours,37,Run
2026.01.07 23:00,BUY,Red,Yellow,Yellow,Red,Yellow,OK,Green,Range,0.689,Normal,0.859,DN,21.6,0.269,-4.62,18.8,EDGE,1,Trending,Off-Hours,50,Run
2026.01.08 00:00,BUY,Red,Yellow,Yellow,Red,Yellow,OK,Green,Range,0.689,Warning,1.278,FL,21.6,0.269,-4.62,19.1,EDGE,1,Trending,Tokyo,56,Run
2026.01.08 01:00,BUY,Red,Yellow,Yellow,Red,Yellow,OK,Green,Range,0.689,Normal,0.557,FL,21.6,0.269,-4.62,21.1,EDGE,1,Trending,Tokyo,33,Run
2026.01.08 02:00,BUY,Yellow,Yellow,Green,Red,Green,OK,Green,Range,0.689,Spike,1.770,UP,21.6,0.269,-4.62,33.2,OK,1,Trending,Tokyo,23,Run
2026.01.08 03:00,BUY,Red,Green,Green,Red,Yellow,OK,Green,Range,0.689,Normal,0.925,DN,20.6,0.311,-4.62,24.9,OK,1,Trending,Tokyo,22,Run
2026.01.08 04:00,BUY,Yellow,Green,Green,Red,Green,OK,Green,Range,0.689,Warning,1.486,UP,20.6,0.311,-4.62,36.1,OK,1,Trending,Tokyo,23,Run
2026.01.08 05:00,BUY,Yellow,Green,Green,Red,Green,OK,Green,Range,0.689,Normal,0.677,FL,20.6,0.311,-4.62,34.4,OK,1,Trending,Tokyo,21,Run
2026.01.08 06:00,BUY,Green,Green,Green,Red,Green,OK,Green,Range,0.689,Warning,1.449,UP,20.6,0.311,-4.62,38.4,OK,1,Trending,Tokyo,25,Run
2026.01.08 07:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Range,0.689,Warning,1.148,UP,20.1,0.170,-1.25,40.0,OK,1,Trending,Tokyo,22,Run
2026.01.08 08:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Range,0.689,Normal,1.568,UP,20.1,0.170,-1.25,48.7,OK,1,Trending,Tokyo-London,27,Run
2026.01.08 09:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.689,Normal,1.093,FL,20.1,0.170,-1.25,45.4,OK,1,Trending,London,16,Run
2026.01.08 10:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Range,0.689,Normal,1.722,UP,20.1,0.170,-1.25,50.7,OK,1,Trending,London,16,Run
2026.01.08 11:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Range,0.689,Normal,0.214,UP,23.0,0.059,-1.25,52.4,OK,1,Trending,London,24,Run
2026.01.08 12:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.689,Normal,0.247,DN,23.0,0.059,+0.75,47.9,OK,1,Trending,London,22,Run
2026.01.08 13:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.689,Normal,0.247,DN,23.0,0.059,+0.75,42.0,OK,1,Trending,London-NewYork,15,Run
2026.01.08 14:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.689,Normal,0.260,DN,23.0,0.059,+0.75,37.9,OK,1,Trending,London-NewYork,16,Run
2026.01.08 15:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Range,0.689,Normal,0.161,DN,25.5,0.002,+0.75,31.1,OK,1,Trending,London-NewYork,12,Run
2026.01.08 16:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Range,0.689,Normal,0.252,UP,25.5,0.002,+0.75,36.4,OK,1,Trending,London-NewYork,15,Run
2026.01.08 17:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Range,0.689,Normal,0.226,DN,25.5,0.002,+0.75,26.9,OK,1,Trending,New York,16,Run
2026.01.08 18:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.689,Normal,0.226,FL,25.5,0.002,+0.75,27.0,OK,1,Trending,New York,12,Run
2026.01.08 19:00,BUY,Green,Yellow,Green,Green,Green,OK,Green,Range,0.689,Normal,1.077,UP,26.3,0.007,+2.75,33.8,OK,1,Trending,New York,21,Run
2026.01.08 20:00,BUY,Yellow,Yellow,Green,Green,Green,OK,Green,Range,0.689,Normal,0.607,FL,26.3,0.007,+5.00,31.7,OK,1,Trending,New York,31,Run
2026.01.08 21:00,BUY,Green,Yellow,Green,Green,Green,OK,Green,Range,0.689,Normal,0.581,FL,26.3,0.007,+5.00,33.7,OK,1,Trending,New York,23,Run
2026.01.08 22:00,BUY,Green,Yellow,Green,Green,Green,OK,Green,Range,0.689,Normal,0.206,UP,26.3,0.007,+5.00,33.0,OK,1,Trending,Off-Hours,31,Run
2026.01.08 23:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Range,0.738,Normal,1.978,DN,27.1,0.001,+0.75,30.0,OK,1,Trending,Off-Hours,78,Run
2026.01.09 00:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.738,Normal,1.392,FL,27.1,0.001,+0.75,26.1,OK,1,Trending,Tokyo,105,Run
2026.01.09 01:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Range,0.738,Normal,0.785,UP,27.1,0.001,+0.75,30.9,OK,1,Trending,Tokyo,28,Run
2026.01.09 02:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Range,0.738,Normal,1.211,UP,27.1,0.001,+0.75,37.8,OK,1,Trending,Tokyo,24,Run
2026.01.09 03:00,BUY,Yellow,Yellow,Green,Green,Green,OK,Green,Range,0.738,Normal,0.046,FL,29.4,0.073,+5.00,36.5,OK,1,Trending,Tokyo,19,Run
2026.01.09 04:00,BUY,Green,Yellow,Green,Green,Green,OK,Green,Range,0.738,Normal,0.109,UP,29.4,0.073,+5.00,38.2,OK,1,Trending,Tokyo,24,Run
2026.01.09 05:00,BUY,Green,Yellow,Green,Green,Green,OK,Green,Range,0.738,Normal,0.865,UP,29.4,0.073,+5.00,43.0,OK,1,Trending,Tokyo,27,Run
2026.01.09 06:00,BUY,Red,Yellow,Green,Green,Green,OK,Green,Range,0.738,Normal,0.119,DN,29.4,0.073,+5.00,34.5,OK,1,Trending,Tokyo,18,Run
2026.01.09 07:00,BUY,Green,Yellow,Green,Green,Green,OK,Green,Range,0.738,Normal,0.059,UP,31.8,0.197,+5.00,40.0,OK,1,Trending,Tokyo,25,Run
2026.01.09 08:00,BUY,Green,Yellow,Green,Green,Green,OK,Green,Range,0.738,Normal,1.233,UP,31.8,0.197,+5.00,41.4,OK,1,Trending,Tokyo-London,31,Run
2026.01.09 09:00,BUY,Green,Yellow,Green,Green,Green,OK,Green,Range,0.738,Normal,0.303,UP,31.8,0.197,+5.00,52.7,OK,1,Trending,London,17,Run
2026.01.09 10:00,BUY,Red,Yellow,Green,Green,Green,OK,Green,Range,0.738,Normal,0.241,DN,31.8,0.197,+5.00,40.1,OK,1,Trending,London,16,Run
2026.01.09 11:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.738,Normal,0.816,FL,35.8,0.250,+5.00,42.3,OK,1,Trending,London,16,Run
2026.01.09 12:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Range,0.738,Normal,0.129,FL,35.8,0.250,+5.00,40.9,OK,1,Trending,London,15,Run
2026.01.09 13:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.738,Normal,0.183,UP,35.8,0.250,+5.00,44.9,OK,1,Trending,London-NewYork,29,Run
2026.01.09 14:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.738,Normal,0.369,UP,35.8,0.250,+5.00,57.2,OK,1,Trending,London-NewYork,23,Run
2026.01.09 15:00,BUY,Red,Yellow,Green,Green,Green,OK,Green,Range,0.738,Normal,0.112,DN,39.7,0.210,+5.00,44.4,OK,1,Trending,London-NewYork,22,Run
2026.01.09 16:00,BUY,Red,Yellow,Green,Green,Green,OK,Green,Range,0.738,Normal,1.206,DN,39.7,0.210,+5.00,36.6,OK,1,Trending,London-NewYork,21,Run
2026.01.09 17:00,BUY,Yellow,Yellow,Green,Green,Green,OK,Green,Range,0.738,Normal,1.121,DN,39.7,0.210,+5.00,35.1,OK,1,Trending,New York,27,Run
2026.01.09 18:00,BUY,Red,Yellow,Green,Green,Green,OK,Green,Range,0.738,Normal,1.431,DN,39.7,0.210,+5.00,30.4,OK,1,Trending,New York,24,Run
2026.01.09 19:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Range,0.738,Normal,0.098,FL,43.4,0.350,+5.00,31.0,OK,1,Trending,New York,24,Run
2026.01.09 20:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Range,0.738,Normal,0.799,FL,43.4,0.350,+3.00,30.2,OK,1,Trending,New York,23,Run
2026.01.09 21:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Range,0.738,Normal,0.849,DN,43.4,0.350,+3.00,27.1,OK,1,Trending,New York,27,Run
2026.01.09 22:00,BUY,Red,Green,Green,Green,Green,OK,Green,Range,0.738,Normal,1.078,DN,43.4,0.350,+3.00,20.1,OK,1,Trending,Off-Hours,28,Run
2026.01.09 23:00,BUY,Yellow,Green,Green,Yellow,Green,OK,Green,Range,0.829,Normal,1.328,DN,40.9,0.286,-2.62,4.4,OK,1,Trending,Off-Hours,169,Run
2026.01.12 01:00,BUY,Yellow,Green,Green,Yellow,Green,OK,Green,Range,0.829,Normal,1.111,FL,40.9,0.286,-2.62,19.4,OK,1,Trending,Tokyo,36,Run
2026.01.12 02:00,BUY,Yellow,Green,Green,Yellow,Green,OK,Green,Range,0.829,Normal,1.024,FL,40.9,0.286,-2.62,21.9,OK,1,Trending,Tokyo,32,Run
